Target Label, X,Y,Z, Units: Meter
cible_A, 170.786, 493.874, 2.350
cible_C, 247.166, 499.338, 0.458
cible_D, 272.230, 489.170, -0.463
cible_E, 290.546, 464.272, -1.007
cible_F, 315.520, 450.029, -1.008
cible_H, 363.344, 435.405, -0.827
cible_G, 315.522, 450.018, -1.017
Cible_C3, 334.474, 344.699, -2.624
cible_C1, 336.916, 368.610, -3.088
cible_C8, 322.422, 419.923, -1.546
cible_C2, 326.395, 382.393, -1.398
cible_C7, 348.021, 423.071, -1.988
