ENTREE_PRINCIP;542850.2984;199005.7993;751.5322
ENTREE_EST;542907.0452;199044.7412;750.2998
CIBLE_5;542856.1176;198998.3405;750.5128
CIBLE_6;542864.2860;198990.5734;748.6233
CIBLE_7;542910.8993;199030.4746;747.2419
CIBLE_8;542889.9336;199015.4964;748.4678
PME1;542746.4275;198953.6996;740.6310
PME2;542799.9514;198921.7844;752.9113
PME2HAUT;542804.7479;198924.2491;753.6504
CADASTRE1;542751.4710;198947.0128;740.7612
